,1 2 1082040961
18497,536 336 10842838
18498,765 594 10842855
18499,3 372 1084286027
18500,283 840 10842865
18501,105 61 108428659
18502,342 969 10842872
18503,342 971 10842874
18504,342 971 10842875
18505,991 986 10842877
18506,402 400 10842878
18507,809 103 10842879
18508,809 482 10842879
18509,840 352 10842880
18510,797 454 10842881
18511,840 317 10842886
18512,400 109 10842887
18513,173 68 108428912
18514,342 840 10842895
18515,797 389 10842900
18516,543 42 108429008
18517,838 840 10842904
18518,342 544 10842904
18519,41 840 108429138
18520,199 975 10842920
18521,67 281 108429245
18522,151 103 10842926
18523,952 725 10842935
18524,176 840 10842936
18525,654 586 10842937
18526,586 654 10842938
18527,498 501 10842940
18528,654 586 10842940
18529,654 586 10842940
18530,654 346 10842941
18531,498 869 10842942
18532,586 654 10842944
18533,586 654 10842944
18534,272 308 10842945
18535,654 346 10842945
18536,272 605 10842946
18537,272 509 10842948
18538,41 176 108429497
18539,851 601 10842949
18540,176 41 108429501
18541,176 41 108429501
18542,851 852 10842950
18543,429 950 10842951
18544,204 949 10842951
18545,429 777 10842952
18546,610 41 108429579
18547,422 389 10842958
18548,212 289 10842965
18549,73 991 108429657
18550,212 439 10842969
18551,297 63 108429703
18552,966 697 10842971
18553,966 337 10842971
18554,986 991 10842972
18555,697 966 10842972
18556,966 697 10842973
18557,697 966 10842973
18558,817 448 10842973
18559,986 73 108429738
18560,697 475 10842974
18561,966 697 10842974
18562,986 448 10842974
18563,448 817 10842974
18564,986 50 108429748
18565,986 991 10842975
18566,986 991 10842975
18567,986 991 10842976
18568,986 991 10842976
18569,986 991 10842976
18570,986 991 10842976
18571,986 991 10842976
18572,817 448 10842976
18573,986 448 10842976
18574,986 418 10842977
18575,448 817 10842977
18576,801 42 108429791
18577,986 448 10842979
18578,801 313 10842979
18579,42 543 108429794
18580,986 448 10842980
18581,448 402 10842980
18582,439 212 10842981
18583,425 765 10842981
18584,586 626 10842981
18585,986 448 10842981
18586,68 173 108429820
18587,42 817 108429830
18588,636 562 10842983
18589,586 513 10842983
18590,986 448 10842983
18591,697 966 10842983
18592,986 42 108429836
18593,636 439 10842983
18594,495 498 10842984
18595,986 482 10842984
18596,586 402 10842984
18597,495 181 10842984
18598,63 297 108429851
18599,63 549 108429855
18600,626 586 10842985
18601,586 626 10842985
18602,626 586 10842986
18603,212 439 10842986
18604,402 586 10842986
18605,586 194 10842987
18606,402 448 10842988
18607,586 783 10842989
18608,712 189 10842989
18609,840 176 10842991
18610,986 448 10842991
18611,712 95 108429914
18612,986 482 10842991
18613,95 63 1084299149
18614,114 400 10842991
18615,513 586 10842991
18616,189 712 10842991
18617,971 151 10842992
18618,712 448 10842992
18619,971 448 10842992
18620,971 704 10842993
18621,95 712 108429945
18622,189 712 10842994
18623,114 19 108429949
18624,765 425 10842996
18625,801 768 10842998
18626,27 652 108429998
18627,448 402 10843000
18628,448 712 10843001
18629,448 971 10843001
18630,189 712 10843001
18631,971 448 10843002
18632,199 840 10843003
18633,27 652 108430036
18634,448 971 10843003
18635,834 771 10843004
18636,771 988 10843005
18637,286 400 10843005
18638,36 940 108430068
18639,771 969 10843007
18640,586 513 10843007
18641,189 712 10843007
18642,36 189 108430079
18643,915 654 10843008
18644,598 794 10843009
18645,431 402 10843010
18646,915 841 10843010
18647,817 42 108430111
18648,448 840 10843011
18649,431 626 10843012
18650,771 783 10843012
18651,990 63 108430149
18652,986 771 10843015
18653,986 652 10843015
18654,852 355 10843016
18655,337 297 10843017
18656,431 697 10843020
18657,327 297 10843021
18658,986 48 108430212
18659,986 652 10843021
18660,337 840 10843022
18661,431 697 10843023
18662,318 132 10843023
18663,431 626 10843024
18664,454 181 10843025
18665,400 311 10843025
18666,454 448 10843025
18667,454 338 10843026
18668,431 697 10843027
18669,400 504 10843028
18670,783 103 10843028
18671,176 840 10843029
18672,212 646 10843029
18673,400 402 10843030
18674,783 586 10843030
18675,431 975 10843030
18676,212 263 10843030
18677,431 697 10843031
18678,783 771 10843031
18679,6 833 1084303157
18680,212 6 1084303169
18681,27 652 108430328
18682,942 454 10843033
18683,212 6 1084303348
18684,542 598 10843034
18685,542 598 10843034
18686,783 586 10843035
18687,27 652 108430362
18688,212 6 1084303686
18689,212 6 1084303793
18690,542 460 10843039
18691,598 542 10843039
18692,598 542 10843040
18693,249 713 10843040
18694,249 779 10843041
18695,762 627 10843042
18696,70 400 108430426
18697,342 971 10843042
18698,513 586 10843044
18699,598 652 10843045
18700,598 19 108430454
18701,771 783 10843045
18702,513 652 10843045
18703,9 27 1084304801
18704,9 835 1084304853
18705,492 835 10843048
18706,679 404 10843048
18707,513 654 10843049
18708,652 513 10843051
18709,557 969 10843052
18710,492 817 10843052
18711,652 598 10843052
18712,212 704 10843052
18713,949 63 108430532
18714,212 413 10843053
18715,598 652 10843053
18716,831 448 10843055
18717,498 495 10843055
18718,652 598 10843056
18719,654 513 10843056
18720,652 513 10843058
18721,498 194 10843058
18722,498 985 10843058
18723,949 679 10843059
18724,949 679 10843060
18725,498 495 10843060
18726,949 260 10843060
18727,425 765 10843062
18728,679 949 10843062
18729,785 786 10843062
18730,985 498 10843063
18731,815 191 10843063
18732,785 783 10843063
18733,44 249 108430638
18734,679 962 10843065
18735,785 513 10843065
18736,869 498 10843065
18737,852 42 108430665
18738,204 949 10843067
18739,840 448 10843068
18740,840 176 10843068
18741,654 915 10843068
18742,701 60 108430689
18743,840 337 10843069
18744,939 975 10843070
18745,504 400 10843070
18746,448 454 10843071
18747,448 831 10843071
18748,448 840 10843071
18749,364 939 10843071
18750,498 869 10843071
18751,815 364 10843072
18752,592 400 10843074
18753,498 831 10843074
18754,3 372 1084307543
18755,831 498 10843076
18756,337 840 10843077
18757,176 840 10843077
18758,660 659 10843079
18759,817 492 10843080
18760,492 817 10843082
18761,498 831 10843082
18762,991 73 108430825
18763,586 783 10843083
18764,586 783 10843083
18765,448 817 10843083
18766,504 337 10843083
18767,586 783 10843086
18768,586 513 10843086
18769,801 121 10843086
18770,337 504 10843086
18771,590 346 10843087
18772,950 823 10843087
18773,831 498 10843087
18774,950 913 10843088
18775,950 429 10843088
18776,222 120 10843089
18777,590 513 10843090
18778,713 372 10843090
18779,713 615 10843090
18780,590 402 10843090
18781,807 805 10843090
18782,708 103 10843091
18783,204 777 10843091
18784,389 830 10843091
18785,713 762 10843091
18786,708 834 10843092
18787,431 697 10843092
18788,389 498 10843092
18789,389 41 108430923
18790,204 949 10843092
18791,713 321 10843092
18792,439 636 10843092
18793,389 652 10843092
18794,131 815 10843092
18795,765 425 10843092
18796,389 242 10843093
18797,439 212 10843093
18798,389 797 10843093
18799,713 103 10843093
18800,204 949 10843093
18801,389 422 10843093
18802,830 389 10843093
18803,713 103 10843094
18804,971 448 10843095
18805,713 325 10843095
18806,971 342 10843095
18807,713 629 10843096
18808,389 830 10843096
18809,634 988 10843096
18810,389 652 10843096
18811,966 697 10843097
18812,652 389 10843098
18813,926 73 108430990
18814,697 966 10843099
18815,768 501 10843100
18816,830 389 10843101
18817,372 713 10843102
18818,966 697 10843102
18819,768 801 10843103
18820,296 194 10843105
18821,296 445 10843105
18822,901 915 10843106
18823,697 966 10843106
18824,901 482 10843107
18825,901 704 10843108
18826,901 41 108431096
18827,966 697 10843109
18828,460 542 10843113
18829,460 934 10843113
18830,679 263 10843117
18831,402 590 10843118
18832,504 337 10843119
18833,263 679 10843119
18834,873 711 10843120
18835,402 400 10843121
18836,475 697 10843121
18837,504 131 10843122
18838,431 697 10843123
18839,431 402 10843123
18840,337 504 10843125
18841,504 337 10843126
18842,431 402 10843127
18843,41 901 108431286
18844,966 72 108431295
18845,831 495 10843130
18846,337 504 10843130
18847,817 492 10843131
18848,817 448 10843131
18849,431 402 10843131
18850,700 400 10843133
18851,901 41 108431333
18852,431 402 10843133
18853,372 831 10843134
18854,372 831 10843134
18855,679 263 10843134
18856,681 992 10843136
18857,72 966 108431374
18858,805 807 10843137
18859,72 679 108431386
18860,817 325 10843139
18861,993 994 10843141
18862,871 815 10843141
18863,325 817 10843142
18864,325 713 10843142
18865,263 679 10843144
18866,834 708 10843144
18867,993 994 10843144
18868,783 586 10843144
18869,942 454 10843144
18870,994 993 10843145
18871,482 901 10843146
18872,615 713 10843146
18873,263 992 10843147
18874,686 163 10843147
18875,686 621 10843148
18876,686 448 10843148
18877,686 873 10843149
18878,463 469 10843151
18879,463 687 10843151
18880,212 299 10843152
18881,463 400 10843152
18882,463 194 10843153
18883,831 372 10843153
18884,103 215 10843158
18885,619 654 10843160
18886,619 654 10843160
18887,783 785 10843160
18888,619 654 10843160
18889,593 768 10843162
18890,593 621 10843164
18891,32 991 108431644
18892,975 939 10843165
18893,364 815 10843168
18894,509 272 10843169
18895,364 532 10843170
18896,509 364 10843170
18897,815 993 10843171
18898,679 72 108431717
18899,131 504 10843172
18900,679 263 10843172
18901,379 341 10843172
18902,679 448 10843173
18903,379 73 108431749
18904,995 379 10843176
18905,768 593 10843177
18906,995 379 10843178
18907,687 463 10843179
18908,995 379 10843179
18909,933 783 10843179
18910,995 379 10843179
18911,9 56 1084317998
18912,783 933 10843180
18913,995 379 10843180
18914,63 990 108431809
18915,933 783 10843181
18916,462 103 10843181
18917,379 32 108431817
18918,9 27 1084318212
18919,9 713 1084318226
18920,995 379 10843182
18921,9 711 1084318256
18922,462 26 108431839
18923,995 379 10843185
18924,995 379 10843185
18925,783 933 10843185
18926,462 713 10843186
18927,462 274 10843187
18928,679 474 10843188
18929,212 439 10843188
18930,933 783 10843188
18931,995 379 10843189
18932,388 346 10843191
18933,346 590 10843191
18934,346 388 10843191
18935,783 933 10843191
18936,590 346 10843191
18937,272 509 10843192
18938,777 204 10843199
18939,41 901 108431997
18940,12 101 108432007
18941,12 101 108432024
18942,990 63 108432036
18943,933 783 10843205
18944,840 448 10843206
18945,840 337 10843206
18946,63 990 108432075
18947,840 176 10843207
18948,63 95 1084320766
18949,63 95 1084320820
18950,996 277 10843208
18951,63 949 108432086
18952,63 127 108432096
18953,997 142 10843209
18954,783 933 10843210
18955,244 448 10843211
18956,346 590 10843211
18957,996 63 108432132
18958,990 63 108432149
18959,509 272 10843215
18960,63 990 108432156
18961,996 63 108432157
18962,542 460 10843215
18963,509 454 10843215
18964,513 652 10843216
18965,513 785 10843216
18966,766 372 10843216
18967,513 586 10843217
18968,766 181 10843217
18969,513 590 10843217
18970,965 928 10843217
18971,83 840 108432175
18972,509 364 10843217
18973,990 63 108432183
18974,928 965 10843218
18975,996 69 108432187
18976,603 814 10843218
18977,986 652 10843218
18978,513 950 10843218
18979,766 372 10843219
18980,965 928 10843219
18981,996 97 108432212
18982,928 965 10843221
18983,244 142 10843222
18984,456 394 10843222
18985,12 766 108432224
18986,63 990 108432224
18987,244 586 10843223
18988,996 63 108432231
18989,990 63 108432231
18990,63 996 108432233
18991,708 834 10843223
18992,63 990 108432235
18993,996 27 108432243
18994,998 990 10843225
18995,617 728 10843227
18996,999 297 10843227
18997,726 42 108432284
18998,617 73 108432287
18999,999 881 10843230
19000,617 73 108432302
19001,345 103 10843230
19002,345 346 10843230
19003,103 462 10843230
19004,345 95 108432308
19005,103 345 10843231
19006,345 103 10843231
19007,617 704 10843232
19008,73 991 108432329
19009,617 734 10843232
19010,103 345 10843233
19011,345 103 10843233
19012,617 103 10843233
19013,97 687 108432335
19014,73 926 108432336
19015,687 586 10843234
19016,400 70 108432346
19017,998 713 10843235
19018,590 513 10843236
19019,73 379 108432384
19020,67 1000 10843239
19021,73 617 108432397
19022,73 617 108432401
19023,73 379 108432402
19024,27 996 108432405
19025,712 95 108432427
19026,915 654 10843243
19027,933 783 10843244
19028,950 513 10843246
19029,933 840 10843246
19030,68 783 108432477
19031,297 337 10843248
19032,297 63 108432488
19033,484 913 10843249
19034,297 327 10843249
19035,297 999 10843250
19036,996 27 108432506
19037,322 652 10843251
19038,68 938 108432517
19039,835 492 10843252
19040,938 68 108432527
19041,68 938 108432532
19042,938 68 108432535
19043,938 67 108432541
19044,68 938 108432543
19045,686 6 1084325444
19046,143 6 1084325476
19047,143 201 10843255
19048,143 103 10843255
19049,686 667 10843255
19050,143 542 10843255
19051,346 345 10843255
19052,176 840 10843255
19053,938 68 108432555
19054,143 681 10843255
19055,346 840 10843255
19056,938 325 10843256
19057,448 840 10843256
19058,448 244 10843256
19059,68 938 108432567
19060,938 68 108432573
19061,67 938 108432582
19062,783 68 108432591
19063,783 933 10843259
19064,68 783 108432616
19065,783 68 108432631
19066,323 834 10843263
19067,323 642 10843264
19068,323 68 108432645
19069,68 783 108432645
19070,403 617 10843267
19071,962 679 10843267
19072,314 372 10843268
19073,679 962 10843268
19074,783 68 108432684
19075,314 479 10843268
19076,68 783 108432694
19077,103 638 10843269
19078,314 103 10843269
19079,323 68 108432703
19080,163 686 10843270
19081,323 68 108432710
19082,783 68 108432713
19083,68 783 108432718
19084,770 938 10843272
19085,379 73 108432725
19086,379 73 108432730
19087,396 679 10843273
19088,252 513 10843273
19089,323 68 108432739
19090,460 542 10843274
19091,189 712 10843274
19092,484 770 10843275
19093,103 460 10843275
19094,823 950 10843276
19095,189 712 10843276
19096,323 753 10843276
19097,986 73 108432771
19098,785 513 10843277
19099,296 516 10843277
19100,991 32 108432774
19101,986 619 10843277
19102,991 32 108432782
19103,323 753 10843278
19104,484 770 10843278
19105,189 712 10843278
19106,991 73 108432788
19107,991 986 10843279
19108,991 986 10843279
19109,991 992 10843279
19110,823 915 10843279
19111,687 97 108432800
19112,950 823 10843280
19113,462 103 10843280
19114,323 991 10843280
19115,991 194 10843281
19116,933 783 10843281
19117,991 73 108432813
19118,823 498 10843282
19119,986 73 108432831
19120,484 770 10843283
19121,986 103 10843283
19122,73 991 108432838
19123,103 151 10843284
19124,991 286 10843284
19125,991 73 108432845
19126,32 991 108432848
19127,32 938 108432852
19128,938 32 108432861
19129,103 708 10843287
19130,308 520 10843287
19131,667 686 10843287
19132,176 1001 1084328
19133,103 783 10843288
19134,712 189 10843288
19135,32 938 108432888
19136,986 103 10843289
19137,986 619 10843289
19138,938 32 108432897
19139,63 297 108432907
19140,986 552 10843291
19141,679 396 10843291
19142,986 552 10843291
19143,70 400 108432919
19144,32 938 108432922
19145,143 681 10843292
19146,143 681 10843293
19147,938 32 108432932
19148,986 552 10843293
19149,32 938 108432936
19150,484 770 10843293
19151,297 950 10843295
19152,1002 32 10843295
19153,1002 32 10843295
19154,938 32 108432965
19155,1002 32 10843297
19156,719 109 10843297
19157,484 297 10843297
19158,27 794 108432980
19159,297 484 10843298
19160,988 681 10843299
19161,1002 32 10843299
19162,484 297 10843299
19163,581 779 10843300
19164,537 942 10843301
19165,58 811 108433016
19166,978 586 10843302
19167,978 41 108433031
19168,978 176 10843304
19169,978 974 10843304
19170,501 191 10843304
19171,1002 32 10843304
19172,291 42 108433049
19173,291 520 10843305
19174,978 979 10843305
19175,501 768 10843305
19176,978 704 10843306
19177,978 199 10843307
19178,617 73 108433083
19179,617 73 108433089
19180,103 978 10843310
19181,783 68 108433105
19182,783 933 10843310
19183,783 103 10843311
19184,73 379 108433114
